,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Unlabeled 1242,Unlabeled 1242,Unlabeled 1242,Unlabeled 1243,Unlabeled 1243,Unlabeled 1243,Unlabeled 1244,Unlabeled 1244,Unlabeled 1244,Unlabeled 1245,Unlabeled 1245,Unlabeled 1245,Unlabeled 1246,Unlabeled 1246,Unlabeled 1246,Unlabeled 1247,Unlabeled 1247,Unlabeled 1247,Unlabeled 1248,Unlabeled 1248,Unlabeled 1248,Unlabeled 1249,Unlabeled 1249,Unlabeled 1249,Unlabeled 1250,Unlabeled 1250,Unlabeled 1250,Unlabeled 1251,Unlabeled 1251,Unlabeled 1251
,ID,9F99E9165EB73211EE,9F99E9165EB73211EE,9F99E9165EB73211EE,A099E9165EB73211EE,A099E9165EB73211EE,A099E9165EB73211EE,AF99E9165EB73211EE,AF99E9165EB73211EE,AF99E9165EB73211EE,B899E9165EB73211EE,B899E9165EB73211EE,B899E9165EB73211EE,B999E9165EB73211EE,B999E9165EB73211EE,B999E9165EB73211EE,BA99E9165EB73211EE,BA99E9165EB73211EE,BA99E9165EB73211EE,BD99E9165EB73211EE,BD99E9165EB73211EE,BD99E9165EB73211EE,BF99E9165EB73211EE,BF99E9165EB73211EE,BF99E9165EB73211EE,C099E9165EB73211EE,C099E9165EB73211EE,C099E9165EB73211EE,C199E9165EB73211EE,C199E9165EB73211EE,C199E9165EB73211EE
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
289,2.408,-34.123238,64.843925,24.086029,0.306459,64.7855,37.327393,7.918638,35.663078,57.268314,7.82776,38.367554,25.932598,-67.257095,61.872131,28.804451,-20.332571,62.280453,58.255386,-24.037342,63.758499,-6.357443,-70.674492,71.876457,58.668007,-68.674225,74.097565,-3.256907,11.703753,37.051929,-6.133469
290,2.416,-34.250767,64.436073,23.809164,0.154929,64.877403,37.257305,7.706496,35.695026,57.237255,7.186107,38.461983,25.949148,-67.414543,61.965294,28.779999,-20.436415,62.168766,58.2705,-24.169502,63.75507,-6.358787,-70.818115,71.359314,58.721859,-68.924309,73.541954,-3.452012,11.069777,36.994267,-5.981268
291,2.424,-34.421387,64.097267,23.530478,-0.004869,64.931831,37.147366,7.498037,35.771973,57.195049,6.605336,38.536293,25.933378,-67.576538,62.049526,28.796581,-20.537462,62.00301,58.252354,-24.324066,63.699646,-6.385399,-70.976349,70.867348,58.794247,-69.171677,73.001793,-3.640584,10.427601,36.941517,-5.828245
292,2.433,-34.590496,63.770794,23.268679,-0.138827,64.92765,37.032829,7.310034,35.854561,57.14249,6.171403,38.728569,25.964714,-67.745277,62.133629,28.852999,-20.632706,61.813934,58.235126,-24.494148,63.599438,-6.462325,-71.101074,70.311943,58.880775,-69.453934,72.377846,-3.876737,9.71528,36.87822,-5.625245
293,2.441,-34.784855,63.550735,23.088478,-0.276389,64.883835,36.944427,7.166999,36.00388,57.083321,5.878922,38.918037,26.067278,-67.81987,62.189037,28.894943,-20.713383,61.639423,58.223862,-24.650959,63.50872,-6.55276,-71.111832,69.721313,59.107529,-69.694916,71.843781,-4.108876,9.126806,36.923302,-5.416445
294,2.45,-34.983013,63.307781,22.93112,-0.429166,64.857178,36.853779,7.032763,36.136551,57.033581,5.640688,39.105755,26.15447,-67.847153,62.190063,28.9242,-20.777912,61.421646,58.210575,-24.838455,63.353962,-6.682528,-71.235138,69.216866,59.193333,-70.002899,71.285477,-4.362644,8.401661,36.938389,-5.20841
295,2.458,-35.164093,63.138752,22.823025,-0.606951,64.808655,36.781895,6.931039,36.283092,56.965393,5.504669,39.353279,26.229317,-67.923332,62.161785,28.863844,-20.867714,61.231827,58.23373,-24.95912,63.133835,-6.817119,-71.392746,68.801918,59.284115,-70.284309,70.805916,-4.585569,7.796881,37.001888,-4.974786
296,2.466,-35.328979,63.004982,22.781202,-0.784182,64.696327,36.751232,6.811319,36.353771,56.897186,5.340876,39.512383,26.270655,-67.993446,62.291752,28.790781,-20.945953,61.03978,58.261482,-25.103382,62.890633,-6.939837,-71.523056,68.425461,59.395916,-70.541862,70.350594,-4.818074,7.116885,37.019997,-4.777339
297,2.475,-35.479156,62.82555,22.718035,-0.990329,64.55957,36.724751,6.658634,36.461609,56.788315,5.152557,39.675434,26.264757,-68.241623,62.533657,28.703964,-21.084227,60.842419,58.26738,-25.257,62.543495,-7.053685,-71.67347,67.99308,59.528221,-70.815407,69.855743,-5.070769,6.381822,37.085224,-4.589519
298,2.483,-35.616665,62.729801,22.710587,-1.118419,64.428963,36.719379,6.56993,36.535686,56.724312,5.065856,39.865761,26.213243,-68.52478,62.777264,28.666254,-21.184938,60.726364,58.281624,-25.372478,62.190956,-7.141322,-71.826744,67.666397,59.642315,-71.061501,69.441917,-5.303696,5.797818,37.198711,-4.414023
299,2.491,-35.762745,62.640373,22.723091,-1.257435,64.286682,36.725712,6.456152,36.60223,56.647362,5.028201,40.023357,26.195568,-68.767815,63.038475,28.615669,-21.272867,60.660763,58.307541,-25.500477,61.831657,-7.204073,-71.936928,67.326012,59.748001,-71.296761,69.013908,-5.509587,5.17417,37.308704,-4.285111
300,2.5,-35.926422,62.562717,22.707167,-1.382174,64.167732,36.748871,6.333344,36.662979,56.5467,5.041697,40.224091,26.202887,-69.020241,63.300091,28.544361,-21.346935,60.627563,58.355289,-25.645447,61.401772,-7.235148,-72.084724,66.990158,59.875572,-71.57016,68.547401,-5.758616,4.560259,37.49276,-4.128139
301,2.508,-36.051609,62.508415,22.713472,-1.486207,64.061165,36.778492,6.217309,36.666817,56.453278,5.035656,40.402569,26.199194,-69.274338,63.454956,28.491184,-21.391752,60.592415,58.430004,-25.797371,60.977608,-7.271583,-72.228172,66.685036,59.948975,-71.821388,68.120888,-5.952561,3.929233,37.670898,-4.081234
302,2.516,-36.158161,62.459301,22.711479,-1.558573,63.985981,36.77924,6.147798,36.704086,56.346287,5.031251,40.522934,26.204201,-69.551788,63.659935,28.418945,-21.48259,60.53056,58.49617,-25.940708,60.549831,-7.277965,-72.360298,66.415565,60.029266,-72.057053,67.712761,-6.13532,3.519343,37.951694,-3.981532
303,2.524,-36.294464,62.416416,22.693617,-1.668427,63.912136,36.761917,6.127721,36.807381,56.165833,5.046925,40.662945,26.208717,-69.839813,63.840134,28.333632,-21.57506,60.44265,58.55592,-26.098082,60.130863,-7.268966,-72.500214,66.134895,60.099102,-72.286331,67.289726,-6.307433,3.095638,38.315323,-3.939707
304,2.533,-36.430202,62.367737,22.667881,-1.775542,63.836334,36.751072,6.060765,36.864223,56.018143,5.05223,40.810024,26.153431,-70.199043,64.043137,28.226719,-21.677225,60.313328,58.602505,-26.284813,59.680439,-7.218825,-72.646469,65.821991,60.149551,-72.529236,66.817467,-6.480874,2.603301,38.750973,-3.897714
305,2.541,-36.5821,62.342899,22.6311,-1.916542,63.756977,36.745277,6.066003,36.96307,55.816208,5.05386,40.923317,26.103655,-70.51667,64.195847,28.150835,-21.77326,60.199833,58.636742,-26.453341,59.360374,-7.158871,-72.764091,65.545532,60.200588,-72.734344,66.396591,-6.589548,2.064173,39.049358,-3.964429
306,2.549,-36.734097,62.320923,22.567104,-2.03846,63.689201,36.736843,6.002551,37.05582,55.603588,5.032234,41.00946,26.061764,-70.830826,64.304771,28.072388,-21.85894,60.09536,58.664246,-26.635265,59.071945,-7.035884,-72.895706,65.252533,60.227722,-72.952484,65.994118,-6.677552,1.510887,39.347656,-4.004077
307,2.558,-36.913849,62.300163,22.530247,-2.227509,63.59185,36.743896,5.993425,37.174843,55.298309,5.003162,41.09679,25.999567,-71.21154,64.378159,27.987862,-21.965082,59.955112,58.6721,-26.746288,58.723904,-6.736304,-73.032417,64.964645,60.217995,-73.214493,65.558472,-6.731959,0.593583,39.469746,-4.287722
308,2.566,-37.115334,62.298656,22.503761,-2.418373,63.46423,36.740505,5.914485,37.251942,55.023212,4.960899,41.2127,25.914604,-71.518105,64.345779,27.966032,-22.098251,59.827076,58.66626,-26.855877,58.537769,-6.440044,-73.153679,64.676643,60.224617,-73.399864,65.157715,-6.761425,-0.0986,39.636627,-4.438843
309,2.575,-37.320671,62.25375,22.49214,-2.618567,63.350891,36.719498,5.810557,37.312695,54.632736,4.916784,41.308132,25.801548,-71.83741,64.26506,27.960278,-22.243475,59.642124,58.619583,-27.057579,58.391338,-6.127629,-73.311012,64.399017,60.194332,-73.573441,64.743797,-6.806355,-0.607587,40.014484,-4.523756
310,2.583,-37.531349,62.25943,22.520245,-2.789962,63.246506,36.719013,5.706301,37.433617,54.241478,4.914675,41.455959,25.657391,-72.076691,64.145363,27.957006,-22.381775,59.510075,58.548046,-27.218449,58.264828,-5.913701,-73.442093,64.138199,60.15432,-73.754044,64.414246,-6.822359,-0.950344,40.331661,-4.627398
311,2.591,-37.737282,62.216961,22.517157,-2.98666,63.158089,36.692924,5.595297,37.561569,53.831627,4.894397,41.615395,25.554022,-72.280876,63.980019,27.992197,-22.494387,59.353371,58.464928,-27.321413,58.14027,-5.819067,-73.590996,63.884075,60.12801,-73.953209,64.060471,-6.823479,-1.233257,40.687828,-4.640708
312,2.6,-37.969582,62.2313,22.520836,-3.20505,63.051243,36.668594,5.510195,37.714558,53.396927,4.859972,41.746597,25.472767,-72.494301,63.742786,28.020769,-22.605438,59.203838,58.383442,-27.404577,58.011276,-5.84667,-73.724724,63.635399,60.063976,-74.118134,63.746895,-6.831223,-1.606461,41.104053,-4.647673
313,2.608,-38.141598,62.216198,22.523611,-3.371858,62.95863,36.657612,5.433379,37.904636,53.024719,4.825541,41.895031,25.40943,-72.696892,63.507698,27.988773,-22.734545,59.102894,58.370907,-27.500826,57.917679,-5.969182,-73.838486,63.379814,59.993492,-74.271019,63.46925,-6.837928,-1.894492,41.409607,-4.638793
314,2.616,-38.317772,62.1931,22.517435,-3.533412,62.898422,36.64357,5.327986,38.101559,52.73748,4.785089,41.993996,25.341146,-72.903984,63.178505,27.961803,-22.870764,58.990311,58.38287,-27.564999,57.81831,-6.136372,-73.970924,63.141026,59.911442,-74.429512,63.228977,-6.867424,-2.108085,41.673096,-4.619094
315,2.625,-38.476463,62.166649,22.511229,-3.723152,62.798183,36.617535,5.309173,38.388435,52.414883,4.788363,42.107899,25.277012,-73.180649,62.811558,27.86125,-23.058294,58.868462,58.382355,-27.64743,57.733227,-6.365298,-74.071274,62.899483,59.807335,-74.575706,63.013107,-6.877157,-2.335469,41.937889,-4.60074
316,2.633,-38.614128,62.172932,22.518749,-3.857622,62.73864,36.59869,5.31007,38.584606,52.241253,4.866153,42.262436,25.207939,-73.407036,62.391102,27.798235,-23.204653,58.747665,58.365623,-27.70241,57.697796,-6.561506,-74.197952,62.692039,59.71291,-74.724869,62.809055,-6.90879,-2.484139,42.097301,-4.553423
317,2.641,-38.763428,62.192272,22.521559,-3.97489,62.688709,36.568314,5.338796,38.820919,52.107574,4.887621,42.355831,25.162918,-73.633865,61.984295,27.751232,-23.337675,58.643372,58.264034,-27.772141,57.664936,-6.744093,-74.353477,62.481213,59.590519,-74.823929,62.631519,-6.922951,-2.57388,42.206463,-4.48521
318,2.649,-38.903809,62.234402,22.527945,-4.105192,62.645142,36.528316,5.36646,38.958862,52.057529,4.918907,42.421951,25.132751,-73.855614,61.626053,27.707523,-23.454582,58.54845,58.170094,-27.80714,57.625092,-6.862488,-74.50473,62.268948,59.498917,-74.95903,62.453316,-6.927006,-2.576547,42.227608,-4.38661
319,2.658,-39.065659,62.239258,22.534176,-4.252606,62.579769,36.513313,5.461669,39.100861,52.081291,4.987571,42.459278,25.108162,-74.236336,61.422604,27.697424,-23.556038,58.433361,58.060783,-27.848965,57.581211,-6.908861,-74.683357,62.030952,59.413357,-75.075249,62.304276,-6.923154,-2.542224,42.216499,-4.327413
320,2.666,-39.21019,62.252689,22.537071,-4.374696,62.501259,36.482391,5.532081,39.183868,52.132874,5.091007,42.496807,25.082148,-74.626137,61.153084,27.687782,-23.61676,58.341824,57.98914,-27.883062,57.498611,-6.900458,-74.855545,61.804611,59.319569,-75.182976,62.113293,-6.893734,-2.481557,42.202637,-4.35291
321,2.674,-39.353817,62.263702,22.537336,-4.480598,62.429012,36.440174,5.636749,39.278664,52.23354,5.300695,42.526382,25.036531,-74.866577,60.755093,27.639938,-23.690702,58.274364,57.930374,-27.913021,57.40192,-6.902808,-74.994263,61.607224,59.265678,-75.302422,61.935371,-6.880163,-2.355549,42.131664,-4.377922
322,2.683,-39.509617,62.285168,22.521282,-4.620234,62.348049,36.417091,5.736728,39.344654,52.414791,5.488665,42.580303,24.996147,-74.941368,60.374443,27.608379,-23.793325,58.206032,57.879997,-27.933455,57.206135,-6.893382,-75.136299,61.376362,59.196259,-75.428947,61.759418,-6.838336,-2.178337,42.034218,-4.444702
323,2.691,-39.633846,62.278576,22.526598,-4.759269,62.260376,36.415558,5.848439,39.390579,52.610577,5.644395,42.628498,24.972853,-74.920654,60.284275,27.601105,-23.874622,58.168049,57.856274,-27.951563,57.051704,-6.880241,-75.283936,61.16497,59.137787,-75.562523,61.613361,-6.788783,-1.983979,41.928951,-4.552884
324,2.7,-39.730305,62.265511,22.542658,-4.885921,62.127964,36.424248,6.017457,39.393318,52.857185,5.909325,42.729038,24.888676,-74.939331,60.23172,27.631994,-23.951275,58.135231,57.832176,-27.958818,56.883537,-6.839965,-75.422272,60.993076,59.072994,-75.723038,61.475098,-6.74641,-1.724988,41.819931,-4.706871
325,2.708,-39.803738,62.265808,22.553638,-4.949349,62.02705,36.430599,6.109369,39.39082,53.140926,6.077434,42.771919,24.856646,-74.954536,60.151321,27.685064,-23.998768,58.11153,57.824673,-27.951899,56.769897,-6.786514,-75.560585,60.817474,58.993839,-75.889137,61.371433,-6.667438,-1.41907,41.669453,-4.830332
326,2.716,-39.868214,62.26033,22.577854,-5.03002,61.928917,36.460762,6.26042,39.411934,53.424091,6.254011,42.796211,24.834084,-75.001617,60.069553,27.718431,-24.041304,58.088505,57.825897,-27.973669,56.685734,-6.725216,-75.677948,60.630562,58.939064,-76.069923,61.327446,-6.552528,-1.089738,41.525604,-5.012161
327,2.725,-39.921398,62.271194,22.598688,-5.07379,61.834412,36.491714,6.445523,39.403786,53.7645,6.543035,42.804222,24.809164,-75.082169,59.974884,27.752844,-24.064987,58.069454,57.828606,-27.999249,56.621719,-6.66498,-75.791191,60.444809,58.90379,-76.254128,61.2481,-6.408736,-0.699909,41.369591,-5.224266
328,2.733,-39.936466,62.27367,22.611603,-5.094072,61.749466,36.527287,6.555529,39.386696,54.10236,6.708454,42.79607,24.831091,-75.145203,59.925598,27.786243,-24.080536,58.07122,57.84716,-28.00703,56.572437,-6.617383,-75.887772,60.258179,58.885551,-76.427162,61.203766,-6.31331,-0.378144,41.276035,-5.410399
329,2.741,-39.936779,62.275852,22.62216,-5.110677,61.671852,36.530357,6.761865,39.382355,54.417103,6.894634,42.819603,24.893034,-75.183044,59.890537,27.833738,-24.080503,58.071667,57.863785,-27.982117,56.532639,-6.577651,-75.953636,60.062469,58.867882,-76.562843,61.085831,-6.207857,-0.045669,41.208477,-5.604199
330,2.75,-39.934517,62.280167,22.632376,-5.132915,61.626732,36.490398,6.902404,39.345165,54.784168,7.091629,42.803894,24.959669,-75.182358,59.874481,27.860558,-24.064789,58.074562,57.886379,-27.914528,56.498116,-6.528717,-75.978676,59.867199,58.880817,-76.681175,60.911304,-6.14578,0.379509,41.114738,-5.825789
331,2.758,-39.934746,62.288952,22.655426,-5.174403,61.62569,36.465187,7.02013,39.300804,55.141552,7.270471,42.802612,25.013155,-75.143906,59.851849,27.883512,-24.047779,58.080368,57.909035,-27.796289,56.447105,-6.474528,-76.029121,59.801067,58.847851,-76.65255,60.732697,-6.27748,0.757596,41.045586,-6.052138
332,2.766,-39.937008,62.290413,22.670137,-5.198476,61.623371,36.435486,7.187594,39.29277,55.442661,7.417231,42.810883,25.041294,-75.103287,59.823711,27.903465,-24.027107,58.082939,57.931988,-27.685266,56.381165,-6.412091,-76.143822,59.797985,58.746643,-76.61554,60.468769,-6.463607,1.158261,40.95871,-6.263044
333,2.774,-39.934303,62.285496,22.682014,-5.191377,61.622471,36.426117,7.34316,39.297276,55.758709,7.552432,42.812256,25.053688,-75.064438,59.784245,27.909302,-23.987514,58.074677,57.949066,-27.607914,56.318718,-6.362078,-76.269089,59.652798,58.641403,-76.541107,60.170692,-6.660941,1.528972,40.89386,-6.468649
334,2.783,-39.927731,62.280037,22.691565,-5.142075,61.622574,36.429249,7.48828,39.321373,56.126778,7.814612,42.846882,25.0709,-75.044586,59.736721,27.918455,-23.963121,58.073109,57.963051,-27.508318,56.228573,-6.277369,-76.306458,59.340912,58.542515,-76.382858,59.861778,-6.840875,1.961895,40.787601,-6.689651
335,2.791,-39.918827,62.270134,22.69766,-5.117562,61.622608,36.441784,7.643823,39.354084,56.387543,7.965683,42.863075,25.101233,-75.062233,59.694569,27.961233,-23.956398,58.083611,57.972843,-27.442642,56.179176,-6.1951,-76.310333,58.918468,58.49617,-76.1978,59.58984,-6.886096,2.347257,40.718494,-6.874421
336,2.799,-39.91309,62.259567,22.702358,-5.112547,61.625111,36.450592,7.734708,39.360729,56.655926,8.097334,42.854301,25.122517,-75.064812,59.672695,27.982796,-23.957672,58.095352,57.978188,-27.385096,56.125992,-6.102992,-76.383194,58.406143,58.483459,-76.05188,59.355831,-6.920005,2.742968,40.64669,-7.061092
337,2.808,-39.913067,62.249844,22.707804,-5.119755,61.624451,36.449448,7.914896,39.436607,56.871033,8.265003,42.875771,25.172773,-75.066772,59.618908,28.021267,-23.97382,58.110035,57.984741,-27.339029,56.044643,-5.955487,-76.507225,57.730705,58.552086,-75.925537,59.14024,-6.891044,3.197204,40.564217,-7.254142
338,2.816,-39.92012,62.241356,22.712973,-5.130657,61.622257,36.443478,8.022276,39.459042,57.032005,8.403596,42.875237,25.210609,-74.877266,59.2192,27.856277,-23.979584,58.108253,57.984627,-27.323215,55.97319,-5.826907,-76.68914,57.003357,58.587563,-75.841263,59.01754,-6.83741,3.596752,40.540295,-7.413894
339,2.825,-39.933907,62.237549,22.722847,-5.138735,61.621136,36.43718,8.188402,39.484615,57.22419,8.560296,42.877247,25.24547,-74.765892,59.095543,27.853182,-23.984453,58.106518,57.983707,-27.301693,55.897182,-5.688222,-76.823898,56.08976,58.627544,-75.742188,58.891167,-6.770249,4.085688,40.483185,-7.594995
340,2.833,-39.959827,62.228317,22.734217,-5.139662,61.620235,36.438011,8.334586,39.52372,57.288254,8.667322,42.895367,25.261629,-74.672066,59.003101,27.898705,-23.992825,58.104591,57.979721,-27.291519,55.833199,-5.538596,-76.820412,55.318707,58.589512,-75.717476,58.823074,-6.741842,4.511001,40.487667,-7.75295
341,2.841,-39.973782,62.219173,22.756588,-5.139983,61.617599,36.439762,8.534719,39.555763,57.288258,8.813979,42.941551,25.294594,-74.581314,58.929581,27.908596,-24.004673,58.099438,57.970936,-27.299122,55.786037,-5.401226,-76.587852,54.676308,58.446873,-75.741753,58.790081,-6.733321,4.967936,40.471066,-7.899257
342,2.85,-39.991032,62.211712,22.77466,-5.165116,61.617023,36.45462,8.777794,39.57526,57.282013,8.951931,42.974342,25.310417,-74.494209,58.833611,27.906147,-24.019268,58.09201,57.963173,-27.307028,55.750568,-5.277626,-76.245865,54.231739,58.260822,-75.774414,58.793514,-6.726513,5.465864,40.491589,-8.049829
343,2.858,-40.001408,62.204956,22.786934,-5.176033,61.617191,36.457722,8.9883,39.567375,57.274246,9.104269,43.033401,25.289831,-74.458961,58.774231,27.920034,-24.035879,58.082951,57.950478,-27.313969,55.72065,-5.195888,-75.924423,54.021507,58.200592,-75.806946,58.846855,-6.728766,5.913107,40.490322,-8.184785
344,2.866,-40.00312,62.192451,22.794884,-5.178573,61.616959,36.453484,9.221827,39.591259,57.26062,9.18256,43.020733,25.305962,-74.436188,58.701015,27.948416,-24.032995,58.073086,57.938503,-27.303482,55.683178,-5.13099,-75.570473,53.99123,58.21587,-75.830879,58.90686,-6.740575,6.358417,40.509392,-8.293521
345,2.875,-39.99931,62.177746,22.796986,-5.174573,61.619038,36.451878,9.57697,39.581184,57.210289,9.273306,43.005981,25.310738,-74.418549,58.655975,27.945766,-24.02816,58.068855,57.926041,-27.308184,55.665352,-5.106709,-75.15435,53.962475,58.238529,-75.863464,58.981525,-6.764608,6.845825,40.53577,-8.387362
346,2.883,-39.975212,62.143398,22.786716,-5.170612,61.617737,36.451786,9.815821,39.572002,57.18597,9.334492,43.000145,25.30719,-74.407471,58.635605,27.933512,-24.019398,58.052124,57.915516,-27.31221,55.658459,-5.111826,-74.82679,53.966568,58.229626,-75.902382,59.056252,-6.80165,7.265701,40.568768,-8.467293
347,2.891,-39.958294,62.126667,22.776035,-5.169915,61.616661,36.454639,10.146199,39.614017,57.1409,9.427171,43.015366,25.312248,-74.38797,58.600395,27.937798,-24.019888,58.047783,57.914852,-27.320206,55.654579,-5.139052,-74.541847,53.898315,58.219166,-75.922539,59.107346,-6.815754,7.686369,40.594147,-8.5271
348,2.899,-39.947308,62.116974,22.771055,-5.173197,61.617119,36.455299,10.439051,39.640415,57.117306,9.445117,42.983791,25.283178,-74.369659,58.587105,27.933334,-24.021296,58.048801,57.916534,-27.343628,55.674709,-5.193717,-74.300354,53.812515,58.223213,-75.933578,59.132355,-6.820779,8.09232,40.626198,-8.580838
349,2.908,-39.937176,62.106003,22.76693,-5.171547,61.616444,36.45549,10.784869,39.68618,57.109867,9.48103,42.9776,25.260752,-74.3489,58.577835,27.941154,-24.02775,58.061718,57.924694,-27.352821,55.689144,-5.257244,-74.052582,53.680454,58.249134,-75.940414,59.143005,-6.818758,8.533086,40.65876,-8.616972
350,2.916,-39.92802,62.099232,22.766682,-5.169493,61.617004,36.455219,11.104563,39.718609,57.055157,9.516582,42.979366,25.238783,-74.330238,58.565678,27.948586,-24.017336,58.052277,57.924038,-27.354586,55.702484,-5.328717,-73.865822,53.547066,58.301182,-75.939072,59.135395,-6.815617,8.889617,40.701912,-8.644269
351,2.924,-39.921741,62.094997,22.766588,-5.15082,61.617638,36.444462,11.377971,39.761658,57.044434,9.563454,42.975826,25.213146,-74.283669,58.585281,27.932039,-24.004993,58.051182,57.931881,-27.356852,55.716919,-5.400269,-73.709053,53.395439,58.356369,-75.932846,59.124138,-6.817775,9.260657,40.702217,-8.649551
352,2.933,-39.91433,62.088276,22.765533,-5.162768,61.618378,36.449669,11.699072,39.836906,57.00589,9.637105,42.985035,25.159565,-74.228561,58.613914,27.888212,-24.013903,58.044762,57.930733,-27.341158,55.742844,-5.495893,-73.570129,53.240639,58.409138,-75.924149,59.103966,-6.818443,9.624826,40.7682,-8.675261
353,2.941,-39.910133,62.084019,22.767296,-5.152147,61.618137,36.443977,11.965566,39.888584,56.991951,9.68099,42.999485,25.118233,-74.21888,58.532948,27.936983,-24.017735,58.043839,57.927734,-27.336926,55.762089,-5.5691,-73.48584,53.129883,58.438992,-75.918228,59.08363,-6.818363,9.97984,40.770805,-8.656105
354,2.95,-39.900616,62.068367,22.77463,-5.169531,61.618977,36.450844,12.221469,39.933796,56.988941,9.70204,43.002441,25.08663,-74.228775,58.51125,27.945841,-24.017208,58.040543,57.918823,-27.339199,55.782993,-5.683845,-73.436447,53.049332,58.447849,-75.915398,59.068245,-6.816252,10.278158,40.842854,-8.684158
355,2.958,-39.902229,62.066067,22.777155,-5.17358,61.616093,36.455078,12.435734,39.977642,56.947006,9.707956,43.001293,25.063095,-74.239716,58.509254,27.934551,-24.021536,58.039009,57.913876,-27.338665,55.781651,-5.749509,-73.433655,53.016388,58.447311,-75.915169,59.06461,-6.814264,10.55748,40.888649,-8.663738
356,2.966,-39.905014,62.065571,22.776642,-5.175308,61.612957,36.45797,12.654543,40.01099,56.930836,9.677388,42.981579,25.029367,-74.24572,58.511311,27.927515,-24.022896,58.034145,57.906853,-27.337227,55.779572,-5.803335,-73.469749,53.013756,58.436417,-75.919807,59.070553,-6.815402,10.801283,40.946808,-8.664109
357,2.975,-39.906258,62.064529,22.775215,-5.173568,61.615898,36.456062,12.848624,40.022633,56.925671,9.675196,42.977722,25.009874,-74.247955,58.515602,27.926563,-24.021246,58.024799,57.89603,-27.340773,55.790161,-5.865382,-73.559181,53.025932,58.41037,-75.923508,59.076714,-6.816517,11.096757,41.01725,-8.623505
358,2.983,-39.906601,62.065166,22.775204,-5.172119,61.616158,36.455643,12.997844,40.052433,56.917965,9.670828,42.97155,24.997622,-74.256393,58.526058,27.932484,-24.017553,58.015144,57.885719,-27.350014,55.816124,-5.936841,-73.6558,53.034409,58.379589,-75.927719,59.089314,-6.81997,11.303885,41.061192,-8.60556
359,2.991,-39.907162,62.064606,22.775885,-5.171726,61.616413,36.454319,13.175996,40.108086,56.883423,9.672816,42.971188,24.992762,-74.264778,58.53632,27.935617,-24.013727,58.006256,57.876854,-27.347057,55.833405,-6.003084,-73.780609,53.075783,58.362514,-75.931282,59.097717,-6.822217,11.522547,41.108177,-8.554517
360,3,-39.907612,62.063778,22.777266,-5.171856,61.617001,36.454834,13.343753,40.164928,56.835537,9.67639,42.964832,24.989937,-74.274666,58.549988,27.938601,-24.011091,57.999557,57.866173,-27.354345,55.864571,-6.086355,-73.937035,53.124844,58.334148,-75.935493,59.109104,-6.826854,11.747018,41.152702,-8.50072
361,3.008,-39.907276,62.063652,22.777962,-5.170703,61.615921,36.454075,13.465229,40.163593,56.820236,9.691655,42.966255,24.992033,-74.284172,58.561348,27.938656,-24.010212,57.994968,57.861691,-27.348343,55.879467,-6.158751,-74.091118,53.164925,58.313076,-75.938522,59.116005,-6.828393,11.923962,41.187622,-8.471351
362,3.016,-39.908978,62.064796,22.778851,-5.171964,61.616348,36.454922,13.582336,40.172142,56.789242,9.736048,42.986267,25.012089,-74.297241,58.573498,27.936787,-24.011786,57.993591,57.857903,-27.33663,55.87579,-6.209104,-74.23555,53.213745,58.306236,-75.939011,59.120762,-6.82974,12.119247,41.221615,-8.441958
363,3.024,-39.910431,62.064827,22.778923,-5.171712,61.616772,36.455799,13.654956,40.158714,56.783737,9.754492,42.984974,25.014341,-74.310974,58.58696,27.93557,-24.008755,57.991184,57.857521,-27.337402,55.88765,-6.252903,-74.376923,53.274292,58.303497,-75.939774,59.122162,-6.828683,12.313278,41.285656,-8.398999
364,3.033,-39.910835,62.065941,22.779428,-5.173064,61.616959,36.455307,13.777632,40.196526,56.732471,9.784736,42.987297,25.020308,-74.334793,58.599228,27.931362,-24.003302,57.986553,57.860298,-27.340767,55.900341,-6.291884,-74.528252,53.348656,58.303375,-75.938866,59.121162,-6.829751,12.473989,41.330441,-8.353515
365,3.041,-39.910915,62.064499,22.779999,-5.172766,61.615795,36.456902,13.883959,40.233112,56.688614,9.809871,42.988922,25.023994,-74.352303,58.612312,27.931414,-24.004204,57.988064,57.868649,-27.342161,55.90461,-6.319968,-74.661324,53.428833,58.293373,-75.937157,59.120792,-6.83029,12.618945,41.354076,-8.313616
366,3.049,-39.912373,62.063416,22.782284,-5.172794,61.615681,36.457001,13.966733,40.260483,56.670517,9.822514,42.982159,25.028532,-74.365562,58.628387,27.932962,-24.003563,57.995396,57.880306,-27.344095,55.90942,-6.334807,-74.789253,53.531277,58.282375,-75.937019,59.120224,-6.829992,12.759881,41.389812,-8.254413
