,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Unlabeled 1111,Unlabeled 1111,Unlabeled 1111,Unlabeled 1112,Unlabeled 1112,Unlabeled 1112,Unlabeled 1113,Unlabeled 1113,Unlabeled 1113,Unlabeled 1114,Unlabeled 1114,Unlabeled 1114,Unlabeled 1115,Unlabeled 1115,Unlabeled 1115,Unlabeled 1116,Unlabeled 1116,Unlabeled 1116,Unlabeled 1117,Unlabeled 1117,Unlabeled 1117,Unlabeled 1118,Unlabeled 1118,Unlabeled 1118
,ID,D4E356BA9B1B72B11EE,D4E356BA9B1B72B11EE,D4E356BA9B1B72B11EE,D53356BA9B1B72B11EE,D53356BA9B1B72B11EE,D53356BA9B1B72B11EE,D55356BA9B1B72B11EE,D55356BA9B1B72B11EE,D55356BA9B1B72B11EE,D56356BA9B1B72B11EE,D56356BA9B1B72B11EE,D56356BA9B1B72B11EE,D5A356BA9B1B72B11EE,D5A356BA9B1B72B11EE,D5A356BA9B1B72B11EE,D5C356BA9B1B72B11EE,D5C356BA9B1B72B11EE,D5C356BA9B1B72B11EE,D5D356BA9B1B72B11EE,D5D356BA9B1B72B11EE,D5D356BA9B1B72B11EE,D60356BA9B1B72B11EE,D60356BA9B1B72B11EE,D60356BA9B1B72B11EE
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
359,2.991,-37.692738,76.39222,38.979637,-24.564072,76.207428,24.589195,-19.86495,76.267021,24.156736,-24.388453,76.277145,20.703436,-38.176422,76.513718,6.525948,-20.484846,76.427376,20.532543,-6.995983,76.249825,6.572394,-6.697968,76.16259,38.169376
360,3,-37.686832,76.38739,38.977661,-24.564545,76.208977,24.588882,-19.865084,76.265373,24.155798,-24.38962,76.277657,20.704842,-38.17691,76.514992,6.526472,-20.483839,76.427338,20.532202,-6.99515,76.249603,6.574274,-6.69768,76.164207,38.171684
361,3.008,-37.68483,76.388954,38.976505,-24.564209,76.209076,24.589958,-19.864155,76.267471,24.156557,-24.388514,76.278671,20.704567,-38.175194,76.513741,6.527207,-20.483143,76.4272,20.532291,-6.995472,76.250732,6.573635,-6.698792,76.16436,38.17215
362,3.016,-37.690594,76.390633,38.977711,-24.564161,76.20829,24.590021,-19.864805,76.266388,24.156649,-24.388273,76.277306,20.704466,-38.176491,76.514427,6.526474,-20.484716,76.427147,20.532421,-6.996215,76.250954,6.573371,-6.700278,76.164749,38.171684
363,3.024,-37.688293,76.388268,38.977123,-24.564404,76.208893,24.588852,-19.865456,76.266861,24.156565,-24.387863,76.277184,20.70327,-38.176975,76.514183,6.525427,-20.48628,76.427063,20.532213,-6.995257,76.249901,6.57346,-6.699705,76.163956,38.171345
364,3.033,-37.691158,76.391876,38.976326,-24.56444,76.208549,24.588722,-19.866671,76.265541,24.154167,-24.382391,76.278076,20.693598,-38.17757,76.514984,6.525826,-20.486923,76.427086,20.53196,-6.997578,76.251045,6.573746,-6.69998,76.164726,38.170818
365,3.041,-37.693794,76.392944,38.977985,-24.565359,76.208633,24.587906,-19.864548,76.266876,24.154169,-24.384447,76.276817,20.698673,-38.177788,76.513885,6.524704,-20.486958,76.427879,20.530706,-6.997527,76.25087,6.571342,-6.699767,76.165077,38.169392
366,3.049,-37.693691,76.392799,38.97718,-24.564322,76.208755,24.587841,-19.866184,76.265991,24.153234,-24.390333,76.277779,20.701567,-38.177727,76.51532,6.525265,-20.48563,76.427322,20.530529,-6.996025,76.250084,6.571468,-6.699689,76.16523,38.169216
367,3.058,-37.693874,76.393158,38.977489,-24.564911,76.208313,24.588203,-19.865536,76.26474,24.153831,-24.381872,76.277634,20.692495,-38.176525,76.514969,6.524741,-20.484526,76.427803,20.530602,-6.99682,76.249428,6.571651,-6.699876,76.165512,38.169003
368,3.066,-37.693073,76.391609,38.97813,-24.563833,76.209297,24.588987,-19.864883,76.266632,24.154036,-24.384768,76.277657,20.69953,-38.17794,76.514908,6.525457,-20.484381,76.427841,20.531582,-6.996213,76.249123,6.572242,-6.69912,76.165207,38.169807
369,3.075,-37.686852,76.388046,38.976353,-24.564495,76.208122,24.589167,-19.864658,76.266647,24.1549,-24.381424,76.27903,20.693054,-38.176521,76.515068,6.525676,-20.484661,76.426399,20.531548,-6.993919,76.249519,6.572691,-6.698137,76.16375,38.170071
370,3.083,-37.686657,76.387657,38.976196,-24.563938,76.208267,24.590353,-19.86532,76.266357,24.155796,-24.384666,76.277473,20.702381,-38.178295,76.515274,6.526418,-20.484138,76.426895,20.532921,-6.994625,76.249466,6.572871,-6.697799,76.16468,38.17123
371,3.091,-37.686348,76.388397,38.976078,-24.564642,76.208496,24.590769,-19.864832,76.26619,24.156654,-24.379604,76.277611,20.694109,-38.176689,76.514282,6.527285,-20.484488,76.427826,20.533102,-6.99518,76.249825,6.574275,-6.699137,76.164207,38.171783
372,3.1,-37.690941,76.391258,38.980453,-24.564756,76.208748,24.590012,-19.865093,76.266335,24.156301,-24.37722,76.278732,20.692175,-38.177376,76.5149,6.525442,-20.484472,76.426826,20.532984,-6.995878,76.250229,6.573194,-6.700121,76.164558,38.171238
373,3.108,-37.695385,76.393661,38.97974,-24.564707,76.208481,24.589426,-19.865095,76.266129,24.156633,-24.379822,76.278625,20.693401,-38.177914,76.515778,6.526609,-20.484484,76.426849,20.53195,-6.996556,76.250099,6.572197,-6.700641,76.164391,38.171196
374,3.116,-37.69487,76.392059,38.979404,-24.565193,76.208908,24.588381,-19.865692,76.265923,24.154129,-24.380465,76.279358,20.69241,-38.176815,76.514984,6.525852,-20.484699,76.425865,20.530754,-6.996114,76.250717,6.57297,-6.700225,76.16407,38.169785
375,3.125,-37.692589,76.391449,38.978531,-24.564602,76.208107,24.588245,-19.866507,76.265884,24.153028,-24.387096,76.276978,20.700634,-38.178265,76.51516,6.524784,-20.485098,76.426163,20.530447,-6.99689,76.248749,6.571146,-6.699151,76.163795,38.168289
376,3.133,-37.69257,76.392113,38.976707,-24.564924,76.208817,24.587036,-19.866188,76.265671,24.15304,-24.391321,76.277435,20.702963,-38.177776,76.515358,6.524404,-20.485119,76.426849,20.531599,-6.995596,76.249237,6.571705,-6.698947,76.165146,38.169052
377,3.141,-37.692062,76.392738,38.977505,-24.564192,76.208397,24.588654,-19.86557,76.266556,24.153784,-24.383595,76.278847,20.694014,-38.176373,76.514404,6.524499,-20.486324,76.4272,20.531214,-6.995841,76.250526,6.572077,-6.698701,76.164597,38.169788
378,3.149,-37.691906,76.392097,38.978367,-24.564638,76.207664,24.589014,-19.864153,76.26619,24.155647,-24.383678,76.277756,20.69944,-38.1772,76.515289,6.52476,-20.485432,76.426315,20.532375,-6.995164,76.249748,6.572598,-6.698048,76.162941,38.170311
379,3.158,-37.692364,76.391678,38.979401,-24.564354,76.208702,24.590174,-19.863577,76.266548,24.156294,-24.387688,76.278961,20.704002,-38.175591,76.51445,6.525792,-20.484886,76.427498,20.532663,-6.994722,76.249405,6.573381,-6.699105,76.163734,38.171722
380,3.166,-37.691509,76.390968,38.979866,-24.564339,76.207619,24.589815,-19.86401,76.265793,24.157389,-24.388382,76.277565,20.70495,-38.177338,76.514503,6.526437,-20.484404,76.426628,20.532507,-6.99515,76.249817,6.574789,-6.699181,76.163841,38.172421
381,3.174,-37.691963,76.390579,38.980492,-24.563978,76.208977,24.589899,-19.864908,76.266609,24.157152,-24.38179,76.278084,20.695013,-38.178436,76.515083,6.527225,-20.484791,76.427528,20.53236,-6.994881,76.250374,6.573845,-6.699828,76.163673,38.172672
382,3.183,-37.69265,76.390488,38.978771,-24.564014,76.207863,24.58942,-19.865219,76.265869,24.156303,-24.382614,76.278297,20.700542,-38.178078,76.514549,6.526524,-20.485519,76.427109,20.531963,-6.995673,76.249321,6.573175,-6.699888,76.164505,38.171131
383,3.191,-37.693283,76.391846,38.978851,-24.564085,76.209351,24.588394,-19.865337,76.266296,24.154772,-24.387554,76.276428,20.703346,-38.177979,76.515457,6.52525,-20.486599,76.426926,20.53203,-6.996449,76.248947,6.573391,-6.699393,76.164413,38.170715
384,3.2,-37.692657,76.392578,38.978615,-24.566395,76.208427,24.5888,-19.86529,76.266739,24.154463,-24.39032,76.276413,20.703777,-38.176491,76.514,6.524817,-20.487284,76.427002,20.532236,-6.995759,76.24942,6.572134,-6.700263,76.164612,38.170158
385,3.208,-37.694336,76.392715,38.977261,-24.565346,76.208321,24.587831,-19.866688,76.266838,24.153336,-24.382353,76.27906,20.693018,-38.177708,76.514641,6.524443,-20.486771,76.428345,20.531837,-6.995626,76.249825,6.57247,-6.699693,76.165428,38.169689
386,3.216,-37.694828,76.392792,38.978241,-24.563749,76.207817,24.58713,-19.866404,76.265839,24.153324,-24.383375,76.277718,20.699627,-38.177422,76.51516,6.524838,-20.485157,76.427246,20.531565,-6.995619,76.249405,6.571875,-6.699374,76.165459,38.169128
387,3.225,-37.693958,76.390907,38.977249,-24.563494,76.208527,24.589127,-19.866102,76.26619,24.153652,-24.380882,76.279488,20.692135,-38.177402,76.515999,6.525241,-20.485392,76.427025,20.530926,-6.996974,76.249763,6.570431,-6.698459,76.164719,38.169563
388,3.233,-37.692669,76.391205,38.980083,-24.56378,76.208099,24.588789,-19.863508,76.266533,24.154955,-24.384747,76.276741,20.699688,-38.176872,76.514801,6.526131,-20.484858,76.426628,20.531727,-6.995484,76.248886,6.572567,-6.697705,76.163689,38.169811
389,3.241,-37.692532,76.39016,38.979004,-24.564808,76.20816,24.588316,-19.864189,76.265991,24.156052,-24.380653,76.278801,20.694382,-38.177509,76.51593,6.52573,-20.483831,76.426186,20.531967,-6.995066,76.248375,6.573021,-6.699141,76.165154,38.170399
390,3.25,-37.692432,76.38974,38.97921,-24.564169,76.208054,24.589991,-19.865114,76.264809,24.156757,-24.379078,76.278091,20.693752,-38.177734,76.515541,6.526381,-20.483494,76.42701,20.532925,-6.99458,76.249672,6.573319,-6.698802,76.163551,38.171703
391,3.258,-37.693153,76.390656,38.978706,-24.565155,76.207718,24.589321,-19.866556,76.26532,24.155704,-24.386589,76.277565,20.701962,-38.176994,76.51474,6.526454,-20.484375,76.427124,20.531849,-6.995551,76.250633,6.573473,-6.699874,76.163849,38.171436
392,3.266,-37.694195,76.392433,38.978558,-24.565271,76.208649,24.590103,-19.864244,76.266464,24.157417,-24.390591,76.277847,20.705181,-38.178219,76.514053,6.526324,-20.484793,76.426872,20.531303,-6.997361,76.250435,6.573263,-6.699771,76.163841,38.170933
393,3.274,-37.694378,76.391777,38.978348,-24.565332,76.208946,24.589434,-19.864664,76.266548,24.156294,-24.390844,76.277405,20.703844,-38.17765,76.514366,6.526643,-20.485878,76.426353,20.530819,-6.997453,76.249832,6.57282,-6.69888,76.16275,38.171043
394,3.283,-37.693569,76.391808,38.977139,-24.565744,76.208893,24.587626,-19.86508,76.267242,24.154726,-24.389696,76.278267,20.703398,-38.177055,76.513763,6.525452,-20.485975,76.426842,20.531635,-6.995071,76.250038,6.571886,-6.699535,76.164368,38.169769
