,Type,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Unlabeled 1030,Unlabeled 1030,Unlabeled 1030,Unlabeled 1031,Unlabeled 1031,Unlabeled 1031,Unlabeled 1032,Unlabeled 1032,Unlabeled 1032,Unlabeled 1033,Unlabeled 1033,Unlabeled 1033,Unlabeled 1034,Unlabeled 1034,Unlabeled 1034,Unlabeled 1035,Unlabeled 1035,Unlabeled 1035,Unlabeled 1036,Unlabeled 1036,Unlabeled 1036,Unlabeled 1037,Unlabeled 1037,Unlabeled 1037,Unlabeled 1038,Unlabeled 1038,Unlabeled 1038,Unlabeled 1039,Unlabeled 1039,Unlabeled 1039
,ID,209BA3D90807A0911EE,209BA3D90807A0911EE,209BA3D90807A0911EE,20BBA3D90807A0911EE,20BBA3D90807A0911EE,20BBA3D90807A0911EE,20DBA3D90807A0911EE,20DBA3D90807A0911EE,20DBA3D90807A0911EE,210BA3D90807A0911EE,210BA3D90807A0911EE,210BA3D90807A0911EE,214BA3D90807A0911EE,214BA3D90807A0911EE,214BA3D90807A0911EE,215BA3D90807A0911EE,215BA3D90807A0911EE,215BA3D90807A0911EE,216BA3D90807A0911EE,216BA3D90807A0911EE,216BA3D90807A0911EE,217BA3D90807A0911EE,217BA3D90807A0911EE,217BA3D90807A0911EE,218BA3D90807A0911EE,218BA3D90807A0911EE,218BA3D90807A0911EE,219BA3D90807A0911EE,219BA3D90807A0911EE,219BA3D90807A0911EE
,,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
241,2.008,-17.115847,134.377777,-34.510849,-3.210101,123.609268,-33.37347,0.05125,110.312965,-31.43194,12.449851,100.636421,-25.368267,-0.983606,131.617966,-33.476128,15.304925,131.866318,-31.836868,14.106539,115.822388,-28.835907,-3.933338,100.123917,-28.27548,-17.924543,117.810692,-32.311668,-19.159742,102.456924,-29.494667
242,2.016,-16.936741,134.291122,-34.572186,-3.037758,123.538116,-33.446495,0.22474,110.223198,-31.666485,12.638939,100.481735,-25.743706,-0.808655,131.523087,-33.510075,15.494576,131.757065,-31.870169,14.267731,115.722572,-28.985706,-3.766203,100.032806,-28.546932,-17.743795,117.747475,-32.483624,-18.966106,102.369629,-29.836828
243,2.024,-16.74678,134.216782,-34.643398,-2.864152,123.469116,-33.523525,0.390603,110.144424,-31.925232,12.834666,100.335899,-26.124775,-0.623447,131.433044,-33.540127,15.706584,131.651505,-31.90596,14.439823,115.615509,-29.129208,-3.595194,99.911041,-28.833956,-17.568506,117.68203,-32.652534,-18.771681,102.264847,-30.17778
244,2.033,-16.546377,134.13562,-34.717415,-2.65354,123.418335,-33.604992,0.584816,110.047821,-32.186176,13.041583,100.163734,-26.576382,-0.422068,131.342896,-33.607109,15.939893,131.536179,-31.957207,14.632332,115.486267,-29.296648,-3.399983,99.80806,-29.162228,-17.361891,117.590691,-32.856709,-18.549793,102.148293,-30.573597
245,2.041,-16.300661,134.067459,-34.788902,-2.435673,123.346069,-33.651413,0.759318,109.960815,-32.434395,13.230857,100.017151,-26.98394,-0.231051,131.25206,-33.672493,16.148209,131.398193,-31.984604,14.811749,115.375069,-29.450005,-3.21766,99.691635,-29.473295,-17.173458,117.521988,-33.031464,-18.338671,102.056313,-30.934568
246,2.049,-16.10536,133.986038,-34.853134,-2.216045,123.263947,-33.699139,0.96827,109.887718,-32.666908,13.439608,99.882118,-27.392345,-0.026102,131.170044,-33.702953,16.341068,131.302902,-32.0396,14.991606,115.262474,-29.605654,-3.025453,99.576225,-29.767517,-16.972681,117.445961,-33.201248,-18.127338,101.970314,-31.29735
247,2.058,-15.89338,133.907349,-34.945637,-2.003966,123.182701,-33.762905,1.196903,109.801826,-32.920544,13.672331,99.75354,-27.864346,0.19683,131.055557,-33.744118,16.569323,131.209335,-32.120358,15.199584,115.141914,-29.789898,-2.800847,99.443695,-30.126535,-16.735777,117.35247,-33.396748,-17.876358,101.861046,-31.695404
248,2.066,-15.683438,133.836792,-35.018494,-1.805613,123.11422,-33.830662,1.403698,109.718201,-33.125092,13.882935,99.631462,-28.266176,0.432762,130.970154,-33.779926,16.774529,131.134491,-32.17807,15.418121,115.045509,-29.959768,-2.576012,99.336739,-30.461535,-16.501692,117.274002,-33.578411,-17.614408,101.772118,-32.041794
249,2.075,-15.424821,133.752213,-35.072159,-1.575648,123.042587,-33.9179,1.679788,109.626625,-33.363361,14.135515,99.480232,-28.729376,0.669296,130.873611,-33.849926,17.032696,131.008453,-32.253246,15.657641,114.931107,-30.15255,-2.318513,99.221268,-30.851831,-16.249443,117.199516,-33.781868,-17.36828,101.659882,-32.470356
250,2.083,-15.192517,133.662979,-35.143242,-1.329417,122.991547,-33.989147,1.912303,109.554268,-33.581608,14.360314,99.381317,-29.114115,0.882253,130.788254,-33.917755,17.282898,130.879791,-32.286877,15.882044,114.838257,-30.325668,-2.076876,99.107147,-31.199158,-16.032934,117.110237,-33.972836,-17.132954,101.56424,-32.812691
251,2.091,-14.964032,133.575684,-35.192974,-1.092784,122.906708,-34.058868,2.17596,109.467232,-33.803036,14.607782,99.278275,-29.512539,1.109674,130.682846,-33.960854,17.506884,130.773346,-32.340397,16.124758,114.744774,-30.502129,-1.827587,98.996613,-31.552284,-15.784014,117.023911,-34.1646,-16.852739,101.472069,-33.156654
252,2.1,-14.691797,133.479706,-35.260544,-0.819868,122.804855,-34.103756,2.442384,109.419426,-34.06382,14.879477,99.158142,-29.941391,1.388317,130.540878,-34.014164,17.790312,130.665131,-32.397614,16.392099,114.636185,-30.702929,-1.536686,98.864296,-31.948334,-15.503086,116.930405,-34.372711,-16.579979,101.366486,-33.550453
253,2.108,-14.473631,133.388275,-35.342186,-0.564878,122.69278,-34.195908,2.710977,109.333206,-34.294926,15.134571,99.076195,-30.301922,1.599021,130.474014,-34.077652,18.028536,130.555145,-32.467976,16.653881,114.546028,-30.887112,-1.263016,98.759529,-32.289825,-15.236661,116.831413,-34.56596,-16.337917,101.265266,-33.889374
254,2.116,-14.221684,133.3069,-35.384239,-0.335244,122.613419,-34.282215,2.967551,109.252533,-34.501625,15.390782,98.983887,-30.673128,1.84085,130.367554,-34.166573,18.257757,130.493393,-32.5457,16.892954,114.458801,-31.09096,-0.987015,98.693695,-32.643742,-14.988878,116.746391,-34.735851,-16.079166,101.176537,-34.228237
255,2.125,-13.96159,133.189865,-35.46484,-0.042111,122.514435,-34.375782,3.260537,109.201859,-34.757416,15.678996,98.90377,-31.072792,2.107411,130.247849,-34.239864,18.518169,130.408356,-32.642315,17.186235,114.368645,-31.309828,-0.684965,98.591156,-33.042515,-14.687523,116.638199,-34.955147,-15.753479,101.078209,-34.599239
256,2.133,-13.72642,133.098465,-35.519562,0.20898,122.402069,-34.435352,3.517041,109.127899,-34.992489,15.930703,98.818375,-31.426859,2.327792,130.167206,-34.294552,18.746178,130.3284,-32.706841,17.430197,114.283356,-31.51066,-0.415458,98.515602,-33.386593,-14.440163,116.575531,-35.145138,-15.520434,100.984802,-34.950169
257,2.141,-13.489429,133.014709,-35.583103,0.444951,122.30661,-34.49966,3.776936,109.096634,-35.214649,16.198627,98.739883,-31.742853,2.558302,130.072464,-34.365986,18.98131,130.252594,-32.785229,17.689566,114.206612,-31.725349,-0.152987,98.416069,-33.723484,-14.185749,116.508354,-35.35627,-15.261952,100.916229,-35.287575
258,2.149,-13.28306,132.930923,-35.660412,0.681524,122.220245,-34.575409,4.018953,109.068642,-35.452507,16.444233,98.663223,-32.054989,2.770769,130.004868,-34.454536,19.206215,130.171448,-32.873882,17.93306,114.135536,-31.926537,0.10704,98.366508,-34.02956,-13.955652,116.442146,-35.566849,-15.003739,100.836739,-35.612602
259,2.158,-13.00984,132.851151,-35.727901,0.928702,122.134491,-34.660728,4.298605,109.049713,-35.68877,16.734085,98.586632,-32.370323,3.0061,129.916901,-34.560074,19.445734,130.099167,-32.968086,18.210421,114.064995,-32.172363,0.378374,98.288528,-34.407116,-13.703254,116.378937,-35.806965,-14.675636,100.762413,-35.969997
260,2.166,-12.800228,132.774979,-35.817776,1.142753,122.069611,-34.747231,4.535541,108.999588,-35.882793,16.972075,98.517311,-32.649525,3.192339,129.858093,-34.653698,19.673407,130.035339,-33.061775,18.443752,114.006866,-32.375816,0.637287,98.2323,-34.711723,-13.470496,116.322983,-36.00021,-14.406326,100.697945,-36.298695
261,2.174,-12.606531,132.721298,-35.894104,1.361431,122.000824,-34.790115,4.770412,108.989647,-36.063644,17.235514,98.455048,-32.918842,3.424813,129.798126,-34.751904,19.875946,129.998444,-33.159264,18.681158,113.953529,-32.591927,0.867729,98.203262,-35.016418,-13.237588,116.26873,-36.200291,-14.177775,100.652802,-36.640739
262,2.183,-12.391087,132.662506,-36.002033,1.618887,121.927193,-34.849228,5.02689,108.981148,-36.27533,17.527136,98.399796,-33.204391,3.645905,129.725616,-34.883942,20.097689,129.950272,-33.274681,18.932877,113.919464,-32.845695,1.143594,98.146622,-35.365829,-12.964958,116.20295,-36.422462,-13.917534,100.61116,-37.006344
263,2.191,-12.168705,132.617157,-36.07275,1.832148,121.877304,-34.914642,5.282422,108.95755,-36.434406,17.772272,98.345299,-33.448524,3.833933,129.655869,-34.970173,20.30929,129.90567,-33.388855,19.159658,113.88781,-33.067123,1.376824,98.119827,-35.659088,-12.743113,116.152206,-36.623375,-13.667968,100.569473,-37.318062
264,2.2,-11.956165,132.545166,-36.169315,2.031283,121.846306,-35.012142,5.528773,108.949196,-36.57008,18.046589,98.303055,-33.722893,4.056614,129.563095,-35.057156,20.525139,129.88385,-33.517944,19.409666,113.851082,-33.287045,1.639538,98.083786,-35.984146,-12.509915,116.11824,-36.852673,-13.354617,100.515999,-37.636299
265,2.208,-11.789923,132.492584,-36.266727,2.205602,121.811691,-35.118622,5.745469,108.912804,-36.707996,18.28047,98.277542,-33.952911,4.227264,129.513107,-35.137745,20.711926,129.853851,-33.630432,19.64164,113.826607,-33.489536,1.865709,98.047272,-36.267601,-12.31211,116.086815,-37.06464,-13.102428,100.467369,-37.937244
266,2.216,-11.618902,132.450043,-36.350544,2.384795,121.770187,-35.225334,5.956678,108.899239,-36.834534,18.512804,98.256615,-34.167442,4.391514,129.477448,-35.224613,20.89513,129.824722,-33.747181,19.854378,113.813065,-33.688164,2.078888,98.028824,-36.552429,-12.093648,116.040588,-37.255196,-12.900885,100.44191,-38.248238
267,2.225,-11.432115,132.386368,-36.466492,2.592679,121.745384,-35.339737,6.199129,108.872047,-36.953194,18.786394,98.257698,-34.41238,4.58593,129.435211,-35.334473,21.099689,129.82045,-33.879284,20.085247,113.817657,-33.925751,2.33984,97.991028,-36.883751,-11.848435,116.000938,-37.44915,-12.669502,100.416313,-38.582478
268,2.233,-11.272108,132.33931,-36.550781,2.756179,121.719872,-35.474873,6.374617,108.837997,-37.069672,18.99617,98.232475,-34.625607,4.757322,129.421066,-35.429344,21.265953,129.821075,-34.004532,20.269806,113.816193,-34.12112,2.548478,97.992477,-37.158413,-11.649032,115.972115,-37.629627,-12.420258,100.382553,-38.841133
269,2.241,-11.138086,132.291397,-36.643188,2.919026,121.700073,-35.597931,6.554453,108.803665,-37.193493,19.21347,98.227348,-34.84552,4.905157,129.406113,-35.533878,21.417158,129.821396,-34.13427,20.455585,113.811043,-34.298813,2.757271,97.9702,-37.433811,-11.46949,115.939507,-37.805389,-12.18367,100.347351,-39.116005
270,2.25,-10.968091,132.252808,-36.768929,3.092083,121.672966,-35.74585,6.73686,108.791367,-37.311829,19.43453,98.22654,-35.077545,5.040203,129.398727,-35.668892,21.571844,129.827057,-34.276482,20.667004,113.823463,-34.513409,2.997998,97.968002,-37.724499,-11.284657,115.899452,-38.005074,-11.945778,100.313393,-39.417469
271,2.258,-10.876491,132.196777,-36.879192,3.208106,121.674362,-35.902184,6.899923,108.785011,-37.430908,19.633732,98.2388,-35.276825,5.162439,129.373123,-35.799614,21.702881,129.839249,-34.411766,20.819572,113.838707,-34.704922,3.18595,97.924248,-37.977234,-11.11825,115.86245,-38.174374,-11.747588,100.286926,-39.672478
272,2.266,-10.776655,132.152954,-36.99543,3.353414,121.651398,-36.036282,7.056068,108.757149,-37.541897,19.808949,98.269257,-35.484943,5.29316,129.360168,-35.918362,21.815174,129.876556,-34.553261,20.966351,113.855957,-34.880745,3.354294,97.928551,-38.220432,-10.971427,115.830109,-38.330074,-11.593369,100.263168,-39.945854
273,2.274,-10.654334,132.109619,-37.087559,3.495082,121.610809,-36.170914,7.203804,108.755562,-37.66341,19.984644,98.274231,-35.665913,5.41121,129.345352,-36.054619,21.941572,129.889709,-34.696217,21.105988,113.877068,-35.051079,3.527763,97.924118,-38.443256,-10.832314,115.788689,-38.495102,-11.393298,100.236496,-40.178562
274,2.283,-10.55302,132.046402,-37.216492,3.637921,121.58606,-36.313324,7.346948,108.759048,-37.789127,20.16794,98.293297,-35.895176,5.526673,129.331299,-36.238468,22.07398,129.908691,-34.853664,21.240555,113.902046,-35.260227,3.718359,97.905281,-38.675491,-10.683422,115.759003,-38.662617,-11.177468,100.200806,-40.443726
275,2.291,-10.463373,132.01532,-37.313133,3.753853,121.568001,-36.454464,7.458946,108.761093,-37.917313,20.323076,98.314575,-36.090572,5.638568,129.331665,-36.414604,22.175543,129.931168,-34.999451,21.367018,113.925293,-35.440125,3.869583,97.89045,-38.866539,-10.554414,115.706757,-38.808979,-11.005055,100.177147,-40.682899
276,2.299,-10.371022,131.976898,-37.431892,3.851175,121.535507,-36.606911,7.578382,108.747993,-38.044422,20.471546,98.338295,-36.287262,5.742182,129.338486,-36.562756,22.265959,129.967361,-35.153957,21.492504,113.956665,-35.591854,4.032458,97.874428,-39.041111,-10.453247,115.679123,-38.972675,-10.839839,100.156113,-40.908428
277,2.308,-10.322766,131.935669,-37.567093,3.938711,121.525742,-36.774002,7.6975,108.770409,-38.220531,20.634687,98.373779,-36.509369,5.835451,129.344849,-36.729362,22.371662,130.012375,-35.307487,21.628998,113.988625,-35.774994,4.208605,97.871628,-39.210598,-10.335148,115.633217,-39.144058,-10.664465,100.128868,-41.135891
278,2.316,-10.277568,131.909546,-37.666431,4.028198,121.515564,-36.897774,7.805347,108.780029,-38.357185,20.784781,98.424942,-36.693512,5.879361,129.379333,-36.89249,22.431696,130.054947,-35.459023,21.73102,114.032028,-35.937424,4.357028,97.868057,-39.353531,-10.214427,115.600693,-39.290871,-10.524323,100.09314,-41.337688
279,2.325,-10.211666,131.866913,-37.794598,4.102739,121.492241,-37.059669,7.905094,108.777328,-38.521046,20.931152,98.467293,-36.883755,5.936477,129.390778,-37.040329,22.480587,130.12149,-35.628284,21.836542,114.073708,-36.11903,4.525293,97.862167,-39.494965,-10.111041,115.55706,-39.438446,-10.366862,100.056755,-41.534241
280,2.333,-10.203756,131.831345,-37.91029,4.141186,121.506248,-37.221153,8.002452,108.766006,-38.67527,21.061996,98.51931,-37.058002,5.989574,129.386139,-37.163006,22.526417,130.164246,-35.771263,21.923409,114.117897,-36.270168,4.66738,97.852158,-39.612354,-10.012663,115.53537,-39.56189,-10.230753,100.01963,-41.698818
281,2.341,-10.190417,131.805435,-38.016663,4.191498,121.49736,-37.380199,8.088185,108.794609,-38.847164,21.167507,98.570999,-37.223461,6.025668,129.391022,-37.292953,22.55908,130.216568,-35.913277,22.001427,114.167191,-36.437344,4.783992,97.863098,-39.71479,-9.911355,115.493759,-39.700859,-10.100267,99.980103,-41.859612
282,2.35,-10.203845,131.778305,-38.147442,4.238226,121.50354,-37.539909,8.159348,108.823326,-39.002251,21.27713,98.635956,-37.388935,6.034305,129.409058,-37.443024,22.576601,130.29422,-36.075813,22.079735,114.233932,-36.613373,4.890192,97.873444,-39.82402,-9.834346,115.456978,-39.825668,-9.968834,99.955688,-42.027424
283,2.358,-10.12118,131.554062,-38.10104,4.248549,121.561539,-37.716782,8.226295,108.845047,-39.143398,21.377497,98.685768,-37.524002,6.033687,129.426544,-37.554527,22.583473,130.350632,-36.225868,22.118299,114.298645,-36.757397,4.959884,97.887764,-39.919132,-9.727242,115.401993,-39.901394,-9.859373,99.940941,-42.172737
284,2.366,-10.114365,131.463806,-38.142513,4.260406,121.585083,-37.847591,8.252486,108.884941,-39.294731,21.457157,98.741798,-37.653954,6.014626,129.440491,-37.681488,22.570244,130.424377,-36.367092,22.144815,114.359436,-36.919468,5.028327,97.904282,-39.999962,-9.667691,115.357719,-40.005131,-9.761767,99.926605,-42.307339
285,2.375,-10.158009,131.414932,-38.233437,4.261383,121.601151,-37.996086,8.293197,108.909203,-39.449158,21.511143,98.808975,-37.790283,5.978615,129.477997,-37.816914,22.539722,130.499786,-36.522305,22.166851,114.433029,-37.085838,5.086789,97.918228,-40.079018,-9.63724,115.35096,-40.111904,-9.661694,99.915901,-42.43808
286,2.383,-10.184852,131.385803,-38.347134,4.223305,121.654579,-38.148582,8.317656,108.92675,-39.59959,21.554344,98.877762,-37.91935,5.943091,129.511688,-37.939053,22.498693,130.563446,-36.665447,22.160908,114.500473,-37.249107,5.106595,97.919998,-40.152546,-9.64404,115.33799,-40.234356,-9.586057,99.900398,-42.557659
287,2.391,-10.24499,131.397095,-38.501312,4.194801,121.662567,-38.286823,8.318603,108.940948,-39.732815,21.589924,98.928909,-38.024376,5.878061,129.552902,-38.077034,22.45101,130.624649,-36.79475,22.160091,114.570473,-37.398743,5.123386,97.938972,-40.222996,-9.639864,115.337112,-40.318592,-9.524095,99.902054,-42.656208
288,2.399,-10.310492,131.393402,-38.621731,4.153482,121.68882,-38.4277,8.318532,108.961014,-39.860081,21.599207,98.984077,-38.140369,5.824193,129.573959,-38.199154,22.381153,130.69339,-36.921539,22.130539,114.638794,-37.556629,5.124032,97.958275,-40.276508,-9.656845,115.326035,-40.393631,-9.49056,99.902565,-42.75668
289,2.408,-10.414601,131.380585,-38.749596,4.102921,121.711388,-38.579979,8.303239,108.990311,-39.998276,21.594542,99.047424,-38.266296,5.725852,129.619919,-38.362846,22.288721,130.758057,-37.063725,22.087137,114.702797,-37.709351,5.105803,97.962112,-40.317093,-9.716999,115.328835,-40.490593,-9.471534,99.905952,-42.854015
290,2.416,-10.514949,131.388611,-38.890495,4.017559,121.745537,-38.725513,8.238553,109.031784,-40.13343,21.569344,99.095413,-38.36018,5.641018,129.632034,-38.483017,22.186615,130.820724,-37.18652,22.014452,114.758392,-37.869186,5.031455,98.003151,-40.360569,-9.774782,115.341415,-40.574638,-9.470522,99.91111,-42.925758
291,2.424,-10.619022,131.398773,-39.017849,3.926997,121.768776,-38.84663,8.174588,109.05249,-40.253368,21.511711,99.135895,-38.464008,5.51325,129.667786,-38.624462,22.077984,130.878418,-37.293892,21.941898,114.814224,-38.019009,4.959827,98.018761,-40.383354,-9.839397,115.321495,-40.641037,-9.486398,99.914711,-42.985477
292,2.433,-10.765821,131.435242,-39.163998,3.786692,121.804741,-38.994766,8.068892,109.079636,-40.435184,21.440458,99.17942,-38.574635,5.388846,129.68544,-38.761528,21.934492,130.920959,-37.428261,21.821674,114.869949,-38.184639,4.864099,98.043343,-40.418842,-9.934703,115.314842,-40.719162,-9.530724,99.918762,-43.047005
293,2.441,-10.872702,131.449478,-39.307491,3.665235,121.821144,-39.113388,7.979501,109.099747,-40.56284,21.350262,99.210037,-38.682812,5.247398,129.728043,-38.896626,21.801607,130.955322,-37.528629,21.707067,114.909569,-38.315868,4.750305,98.072418,-40.45047,-10.050563,115.342865,-40.781441,-9.601655,99.936424,-43.095837
294,2.45,-11.030868,131.486801,-39.460011,3.511541,121.838669,-39.268826,7.831698,109.143219,-40.727024,21.211412,99.246826,-38.824715,5.10104,129.745941,-39.029976,21.631565,130.99881,-37.639454,21.561867,114.956871,-38.480488,4.601604,98.107536,-40.484924,-10.205266,115.379265,-40.878979,-9.703472,99.955025,-43.129372
295,2.458,-11.19859,131.520752,-39.615345,3.380566,121.851036,-39.383118,7.687028,109.161926,-40.847942,21.081877,99.271866,-38.948513,4.95061,129.77713,-39.156372,21.47056,131.031525,-37.724258,21.407665,114.990021,-38.605259,4.46186,98.138519,-40.508785,-10.330634,115.396011,-40.946083,-9.816464,99.978607,-43.155464
296,2.466,-11.351501,131.553009,-39.724342,3.216536,121.876945,-39.515923,7.505033,109.197067,-40.994507,20.933563,99.302673,-39.062794,4.809973,129.790741,-39.276676,21.291924,131.066864,-37.806,21.239206,115.01371,-38.727478,4.311,98.161575,-40.530293,-10.467136,115.413795,-41.011562,-9.936005,99.997704,-43.163883
297,2.475,-11.534675,131.608795,-39.896622,3.036642,121.883438,-39.642735,7.310235,109.220192,-41.173103,20.740648,99.334129,-39.201176,4.631588,129.827927,-39.404968,21.091364,131.083252,-37.900425,21.04731,115.04158,-38.863205,4.105094,98.197922,-40.548805,-10.660341,115.46389,-41.097248,-10.088326,100.015701,-43.17038
298,2.483,-11.691759,131.643005,-40.026035,2.843872,121.91526,-39.762196,7.133871,109.247162,-41.29652,20.541128,99.345329,-39.32093,4.455589,129.837555,-39.521454,20.913872,131.098969,-37.978359,20.868198,115.066437,-38.961758,3.897245,98.241714,-40.562473,-10.831645,115.485504,-41.150009,-10.280949,100.046066,-43.171341
299,2.491,-11.870627,131.695801,-40.162422,2.659393,121.939468,-39.865166,6.934734,109.298363,-41.460327,20.331287,99.356186,-39.475033,4.277407,129.867172,-39.620201,20.743486,131.092392,-38.062767,20.667135,115.090332,-39.053757,3.686858,98.266891,-40.577335,-11.037896,115.514496,-41.238327,-10.494769,100.073349,-43.157463
300,2.5,-12.063626,131.747833,-40.299812,2.433849,121.998489,-40.00106,6.720068,109.312775,-41.608402,20.098349,99.385628,-39.611313,4.069829,129.893417,-39.733429,20.538425,131.100388,-38.157558,20.450443,115.091064,-39.135662,3.436001,98.27697,-40.5966,-11.249113,115.54834,-41.299393,-10.747235,100.104698,-43.132286
301,2.508,-12.250773,131.824112,-40.425713,2.243501,122.020638,-40.112972,6.511543,109.336044,-41.739136,19.863255,99.390152,-39.749584,3.887519,129.931412,-39.832855,20.366579,131.099915,-38.219807,20.234535,115.091797,-39.217598,3.19999,98.295662,-40.633297,-11.462151,115.603661,-41.364891,-10.983023,100.129143,-43.094818
302,2.516,-12.446818,131.899063,-40.586361,2.05708,122.041283,-40.225845,6.266513,109.395615,-41.864555,19.623396,99.390396,-39.900581,3.712299,129.960297,-39.928196,20.189245,131.092789,-38.277752,20.025331,115.086639,-39.265282,2.962506,98.312309,-40.658604,-11.68151,115.662445,-41.40786,-11.246701,100.162521,-43.074917
303,2.524,-12.632593,131.95607,-40.736767,1.862588,122.064865,-40.345692,6.039208,109.408974,-41.965496,19.386127,99.405998,-40.024742,3.533459,129.999481,-40.017094,19.999058,131.079941,-38.336147,19.802254,115.075348,-39.321114,2.711946,98.349297,-40.687439,-11.916972,115.672997,-41.456486,-11.529369,100.18499,-43.025574
304,2.533,-12.837561,131.99852,-40.867908,1.649449,122.09716,-40.464001,5.740487,109.390404,-42.070053,19.090916,99.393333,-40.171688,3.328432,130.016632,-40.112362,19.778818,131.055466,-38.402664,19.542067,115.062057,-39.38158,2.436856,98.370499,-40.724354,-12.202315,115.715698,-41.526928,-11.865024,100.221802,-42.980797
